ID,Bound
0,0
1,1
2,1
3,1
4,0
5,0
6,1
7,1
8,1
9,0
10,0
11,0
12,0
13,1
14,0
15,0
16,0
17,1
18,0
19,0
20,0
21,1
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,1
31,0
32,1
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,1
47,0
48,0
49,0
50,0
51,0
52,0
53,1
54,0
55,1
56,0
57,1
58,1
59,0
60,1
61,1
62,0
63,0
64,0
65,1
66,0
67,0
68,0
69,1
70,1
71,0
72,0
73,1
74,0
75,1
76,0
77,1
78,0
79,1
80,0
81,0
82,0
83,0
84,1
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,1
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,1
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,1
112,0
113,0
114,1
115,0
116,1
117,1
118,0
119,1
120,1
121,1
122,0
123,0
124,0
125,0
126,1
127,1
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,1
137,0
138,0
139,0
140,1
141,0
142,0
143,0
144,0
145,1
146,0
147,0
148,0
149,1
150,1
151,0
152,0
153,0
154,1
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,1
165,0
166,1
167,0
168,0
169,1
170,0
171,0
172,0
173,1
174,0
175,1
176,0
177,0
178,1
179,1
180,1
181,0
182,0
183,0
184,0
185,1
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,1
198,0
199,0
200,1
201,0
202,0
203,0
204,0
205,0
206,1
207,1
208,0
209,1
210,0
211,0
212,0
213,0
214,1
215,1
216,0
217,1
218,1
219,0
220,1
221,1
222,1
223,0
224,0
225,1
226,0
227,0
228,0
229,1
230,0
231,0
232,0
233,1
234,1
235,1
236,0
237,0
238,0
239,0
240,1
241,1
242,1
243,0
244,0
245,0
246,0
247,0
248,0
249,1
250,1
251,1
252,1
253,0
254,1
255,0
256,1
257,0
258,1
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,1
277,0
278,0
279,1
280,1
281,0
282,1
283,1
284,0
285,1
286,0
287,1
288,1
289,0
290,0
291,0
292,0
293,0
294,0
295,1
296,0
297,0
298,1
299,0
300,0
301,0
302,0
303,0
304,1
305,0
306,1
307,1
308,0
309,0
310,1
311,0
312,1
313,0
314,0
315,0
316,0
317,1
318,1
319,0
320,1
321,1
322,0
323,0
324,1
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,1
333,1
334,0
335,0
336,1
337,1
338,0
339,0
340,0
341,0
342,0
343,1
344,0
345,1
346,0
347,0
348,0
349,0
350,0
351,1
352,1
353,1
354,0
355,1
356,0
357,0
358,1
359,0
360,0
361,1
362,0
363,0
364,0
365,1
366,0
367,0
368,0
369,0
370,1
371,1
372,0
373,1
374,1
375,0
376,0
377,0
378,0
379,0
380,1
381,0
382,0
383,0
384,0
385,1
386,0
387,0
388,0
389,0
390,1
391,0
392,0
393,1
394,1
395,0
396,0
397,1
398,1
399,1
400,0
401,0
402,0
403,1
404,0
405,0
406,0
407,0
408,1
409,0
410,1
411,1
412,0
413,1
414,0
415,0
416,0
417,0
418,0
419,0
420,1
421,1
422,0
423,1
424,0
425,0
426,1
427,0
428,0
429,1
430,0
431,1
432,0
433,1
434,0
435,1
436,1
437,0
438,0
439,0
440,0
441,0
442,1
443,1
444,1
445,0
446,1
447,0
448,1
449,1
450,0
451,0
452,0
453,0
454,0
455,1
456,0
457,0
458,1
459,0
460,0
461,1
462,0
463,0
464,1
465,1
466,1
467,0
468,0
469,0
470,1
471,1
472,0
473,0
474,1
475,1
476,0
477,0
478,0
479,0
480,0
481,1
482,0
483,0
484,0
485,0
486,0
487,1
488,0
489,1
490,0
491,0
492,0
493,1
494,1
495,1
496,1
497,0
498,0
499,0
500,1
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,1
509,0
510,1
511,0
512,0
513,0
514,0
515,1
516,0
517,0
518,1
519,1
520,0
521,0
522,0
523,0
524,0
525,0
526,1
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,1
535,1
536,0
537,0
538,0
539,1
540,0
541,1
542,0
543,0
544,0
545,1
546,1
547,0
548,0
549,0
550,0
551,0
552,1
553,1
554,1
555,0
556,0
557,0
558,0
559,0
560,0
561,1
562,0
563,0
564,0
565,0
566,1
567,0
568,0
569,0
570,0
571,1
572,0
573,0
574,0
575,0
576,0
577,1
578,0
579,1
580,0
581,0
582,0
583,0
584,1
585,1
586,1
587,0
588,0
589,0
590,0
591,0
592,1
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,1
601,0
602,0
603,1
604,1
605,0
606,1
607,1
608,0
609,0
610,0
611,1
612,0
613,0
614,1
615,0
616,0
617,1
618,0
619,0
620,0
621,0
622,1
623,0
624,1
625,0
626,1
627,1
628,0
629,0
630,0
631,1
632,1
633,0
634,0
635,1
636,1
637,0
638,0
639,1
640,0
641,1
642,0
643,0
644,1
645,1
646,1
647,0
648,0
649,1
650,0
651,1
652,0
653,0
654,0
655,1
656,1
657,1
658,0
659,1
660,0
661,0
662,0
663,0
664,0
665,0
666,1
667,1
668,1
669,1
670,0
671,0
672,0
673,1
674,0
675,1
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,1
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,1
693,1
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,1
702,1
703,1
704,1
705,0
706,0
707,0
708,1
709,0
710,0
711,0
712,1
713,1
714,1
715,0
716,1
717,0
718,1
719,0
720,0
721,1
722,0
723,0
724,0
725,0
726,1
727,0
728,1
729,0
730,0
731,0
732,0
733,1
734,0
735,0
736,0
737,1
738,1
739,1
740,1
741,0
742,0
743,0
744,0
745,0
746,0
747,1
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,1
757,0
758,0
759,0
760,1
761,0
762,1
763,0
764,0
765,1
766,0
767,1
768,0
769,0
770,1
771,1
772,1
773,0
774,1
775,1
776,0
777,1
778,1
779,0
780,0
781,1
782,0
783,0
784,1
785,0
786,1
787,0
788,0
789,1
790,1
791,1
792,1
793,0
794,0
795,0
796,0
797,0
798,1
799,1
800,1
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,1
813,0
814,0
815,0
816,1
817,1
818,1
819,0
820,0
821,1
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,1
831,1
832,1
833,0
834,0
835,0
836,0
837,0
838,0
839,1
840,0
841,0
842,0
843,1
844,0
845,0
846,0
847,0
848,0
849,1
850,0
851,0
852,0
853,1
854,0
855,0
856,0
857,0
858,0
859,0
860,1
861,1
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,1
870,0
871,0
872,0
873,0
874,0
875,1
876,0
877,0
878,0
879,1
880,0
881,0
882,0
883,1
884,0
885,0
886,1
887,0
888,0
889,1
890,1
891,0
892,1
893,1
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,1
903,0
904,1
905,0
906,1
907,0
908,0
909,0
910,1
911,1
912,1
913,0
914,1
915,0
916,0
917,0
918,0
919,1
920,0
921,0
922,1
923,1
924,0
925,1
926,0
927,0
928,0
929,0
930,1
931,0
932,1
933,0
934,1
935,1
936,0
937,1
938,1
939,0
940,1
941,0
942,0
943,0
944,1
945,0
946,0
947,1
948,0
949,0
950,0
951,0
952,1
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,1
961,0
962,1
963,1
964,1
965,1
966,0
967,1
968,0
969,1
970,1
971,1
972,0
973,0
974,0
975,0
976,0
977,1
978,0
979,0
980,0
981,0
982,1
983,0
984,0
985,0
986,0
987,1
988,1
989,0
990,1
991,0
992,0
993,0
994,0
995,0
996,0
997,1
998,1
999,0
